Profile,List,Info,Source,Date,Notes
EXCESSORIZE ME.,Best BUDGET iPhone Accessories - 2022,,https://www.youtube.com/watch?v=FJvWyciUM2E&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=56,,
EXCESSORIZE ME.,Best Samsung S23/S22 Ultra Cases - 2023,,https://www.youtube.com/watch?v=TxVvTdV3Svk&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=59,,
EXCESSORIZE ME.,Best EDC + Camera Bag?! - What's In My Bag 2021 [Ep. 17] - Nomatic x Peter McKinnon Everyday Line,,https://www.youtube.com/watch?v=e2iy6jqN-V8&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=1,,
EXCESSORIZE ME.,What's In My CAMERA Bag 2020 Ep. 16 - PGYTECH OneMo Camera Backpack,,https://www.youtube.com/watch?v=hMHd2NQ6g_k&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=3,,
EXCESSORIZE ME.,What's In My Bag Ep. 14 - Blackout Edition,,https://www.youtube.com/watch?v=2qqLMgMmjs8&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=5,,
EXCESSORIZE ME.,ULTIMATE Back To School Shopping! - What's In My College Bag Ep. 13 - System G Carry+ 17 Review,,https://www.youtube.com/watch?v=u7Dc9cVhRBo&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=6,,
EXCESSORIZE ME.,What's In My Bag Ep. 12 - Summer Essentials 2019,,https://www.youtube.com/watch?v=HyL3Kq5yCTI&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=7,,
EXCESSORIZE ME.,What's In My EDC/Office Bag Ep. 11 - Alchemy Equipment X Carryology AEL222 Review,,https://www.youtube.com/watch?v=bB_Jk6Rf6Tw&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=8,,
EXCESSORIZE ME.,The BEST Commuter/EDC Bag! - What's In My Bag Ep. 10 - Chrome Industries MXD Fathom Review,,https://www.youtube.com/watch?v=zDsCHeFDM6E&list=PL_2G6WJmYmIo8SB8iQ43VFdAloi4QVRsc&index=9,,
EXCESSORIZE ME.,5 Gadgets From The Future!,,https://www.youtube.com/watch?v=Wvvrd1lM7V4&list=PL_2G6WJmYmIrr4cwQWA4uoxl4DQciWm4g,,
EXCESSORIZE ME.,11 Gadgets I Always Carry Everyday in 2023 [Everyday Carry],,https://www.youtube.com/watch?v=b8frFc0nVsQ&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2,,
EXCESSORIZE ME.,8 Urban Survival Gadgets Actually Worth Buying - 2023,,https://www.youtube.com/watch?v=coykZJ6O4Ac&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=2,,
EXCESSORIZE ME.,15 Blackout Gadgets Actually Worth Buying,,https://www.youtube.com/watch?v=E7uptljrsFI&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=4,,
EXCESSORIZE ME.,10 YELLOW Gadgets To Accessorize Your New iPhone 14,,https://www.youtube.com/watch?v=KIEUa5FBGwg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=5,,
EXCESSORIZE ME.,10 Gadgets To Survive THE LAST OF US,,https://www.youtube.com/watch?v=qaU-SP2yq8s&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=6,,
EXCESSORIZE ME.,13 Gadgets John Wick Would Actually Use,,https://www.youtube.com/watch?v=sv_tTysD6Qs&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=7,,
EXCESSORIZE ME.,The Most Hated Editor on YouTube...,,https://www.youtube.com/watch?v=V-zRwVzZJiA&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=8,,
EXCESSORIZE ME.,24 Gadgets I Use On a Daily Basis - Day In The Life of a Tech YouTuber!,,https://www.youtube.com/watch?v=1LvIxc5cXDc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=9,,
EXCESSORIZE ME.,8 WINTER Gadgets Actually Worth Buying,,https://www.youtube.com/watch?v=XYQK2Msx57g&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=10,,
EXCESSORIZE ME.,5 WHITEOUT Gadgets Actually Worth Buying,,https://www.youtube.com/watch?v=XXnvtm-qEuo&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=11,,
EXCESSORIZE ME.,11 BLACKOUT Gadgets to Upgrade Your Carry,,https://www.youtube.com/watch?v=LbVgaa2RqFw&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=12,,
EXCESSORIZE ME.,13 CARBON FIBER Gadgets Actually Worth Buying,,https://www.youtube.com/watch?v=QEiKrZLJtVA&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=13,,
EXCESSORIZE ME.,Travel EDC 2023 (Everyday Carry) - What's In My Pockets Ep. 54,,https://www.youtube.com/watch?v=Yq50uOVFxhc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=14,,
EXCESSORIZE ME.,Back-To-School EDC (Everyday Carry) 2022 - What's In My Pockets Ep. 53,,https://www.youtube.com/watch?v=Qpx_CGrqSjU&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=15,,
EXCESSORIZE ME.,Blackout EDC V4 (Everyday Carry) - What's In My Pockets Ep. 52,,https://www.youtube.com/watch?v=O_eRhRduFSo&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=16,,
EXCESSORIZE ME.,Leather EDC (Everyday Carry) - What's In My Pockets Ep. 51,,https://www.youtube.com/watch?v=yaxyvp6jr_w&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=17,,
EXCESSORIZE ME.,James Bond 007 EDC (Everyday Carry) - What's In My Pockets Ep. 50,,https://www.youtube.com/watch?v=ETNLZ3PT9c4&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=18,,
EXCESSORIZE ME.,Mini Blackout EDC V3 (Everyday Carry) - What's In My Pockets Ep. 48,,https://www.youtube.com/watch?v=wk1oBkEFXWI&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=20,,
EXCESSORIZE ME.,Travel EDC (Everyday Carry) - What's In My Pockets Ep. 47,,https://www.youtube.com/watch?v=z4ErP-alueE&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=21,,
EXCESSORIZE ME.,Back-To-School EDC 2022 (Everyday Carry) - What's In My Pockets Ep. 46,,https://www.youtube.com/watch?v=YoQHF16eT5U&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=22,,
EXCESSORIZE ME.,Summer Blackout EDC 2021 (Everyday Carry) - What's In My Pockets Ep. 45,,https://www.youtube.com/watch?v=g1lMUmQnOCc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=23,,
EXCESSORIZE ME.,Donut (Pink/Blue) EDC (Everyday Carry) - What's In My Pockets Ep. 44,,https://www.youtube.com/watch?v=jDK2hiXOBLc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=24,,
EXCESSORIZE ME.,Cyberpunk 2077 EDC (Everyday Carry) - What's In My Pockets Ep. 43,,https://www.youtube.com/watch?v=MS7G-dkX4Cw&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=25,,
EXCESSORIZE ME.,Blackout Spring EDC 2021 (Everyday Carry) - What's In My Pockets Ep. 42,,https://www.youtube.com/watch?v=2VWPkYI5sHw&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=26,,
EXCESSORIZE ME.,Whiteout EDC V2 (Everyday Carry) - What's In My Pockets Ep. 40,,https://www.youtube.com/watch?v=TRIfS7it8_E&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=27,,
EXCESSORIZE ME.,Best Blackout EDC Gear! (Everyday Carry) - What's In My Pockets Ep. 41,,https://www.youtube.com/watch?v=Tz1vZGKJL0k&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=28,,
EXCESSORIZE ME.,Mini Blackout EDC V2 (Everyday Carry) - What's In My Pockets Ep. 39,,https://www.youtube.com/watch?v=MGrUEmpSUnY&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=29,,
EXCESSORIZE ME.,Winter-Ready EDC (Everyday Carry) - What's In My Pockets Ep. 38,,https://www.youtube.com/watch?v=XkSoFYrhNY4&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=30,,
EXCESSORIZE ME.,IRL/Quarantine EDC (Everyday Carry) - What's In My Pockets Ep. 37,,https://www.youtube.com/watch?v=sriKWteFxyg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=31,,
EXCESSORIZE ME.,Star Wars Stormtrooper EDC (Whiteout Everyday Carry) - What's In My Pockets Ep. 36,,https://www.youtube.com/watch?v=F4DkYJcGg34&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=32,,
EXCESSORIZE ME.,NASA Astronaut EDC (Everyday Carry) - What's In My Pockets Ep. 35,,https://www.youtube.com/watch?v=bXG__rQdqqk&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=33,,
EXCESSORIZE ME.,MINI Carbon Fiber EDC (Everyday Carry) - What's In My Pockets Ep. 34,,https://www.youtube.com/watch?v=CelLGR35_3g&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=34,,
EXCESSORIZE ME.,John Wick EDC (Everyday Carry) - What's In My Pockets Ep. 33,,https://www.youtube.com/watch?v=SBbytAnR5Z0&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=35,,
EXCESSORIZE ME.,Back-to-School EDC (Everyday Carry) 2021 - What's In My Pockets Ep. 32,,https://www.youtube.com/watch?v=6QqjRccQimg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=36,,
EXCESSORIZE ME.,Best EDC Sling Bags (Everyday Carry) - What's In My Pockets Ep. 31,,https://www.youtube.com/watch?v=93jheiUco6s&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=37,,
EXCESSORIZE ME.,Tiny EDC! - What's In My Pockets Ep. 30 - Mini EDC V2 (Everyday Carry),,https://www.youtube.com/watch?v=rVMGOfKdHQg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=38,,
EXCESSORIZE ME.,Batman EDC (Everyday Carry) - What's In My Pockets Ep. 29,,https://www.youtube.com/watch?v=F22lGabOr7s&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=39,,
EXCESSORIZE ME.,Blackout EDC V3 (Everyday Carry) - What's In My Pockets Ep. 28,,https://www.youtube.com/watch?v=FY5htwCsg6A&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=40,,
EXCESSORIZE ME.,What's In My Pockets Ep. 27 - Iron Man EDC (Red/Gold Everyday Carry),,https://www.youtube.com/watch?v=Qeoi5YJ2emc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=41,,
EXCESSORIZE ME.,Blue EDC (Everyday Carry) - What's In My Pockets Ep. 26,,https://www.youtube.com/watch?v=AzAjWeuVozE&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=42,,
EXCESSORIZE ME.,Best Work From Home EDC (Everyday Carry) - What's In My Pockets Ep. 25,,https://www.youtube.com/watch?v=tCbjS8X7kBI&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=43,,
EXCESSORIZE ME.,Best EDC Multi-Tools (Everyday Carry) - What's In My Pockets Ep. 24,,https://www.youtube.com/watch?v=ENtQfxx0ebg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=44,,
EXCESSORIZE ME.,Peter McKinnon's EDC (Everyday Carry) - What's In My Pockets Ep. 23,,https://www.youtube.com/watch?v=NM25g5TCm6E&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=45,,
EXCESSORIZE ME.,Best Wallet EDC (Everyday Carry) - What's In My Pockets Ep. 22,,https://www.youtube.com/watch?v=kv7gI9gsmcU&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=46,,
EXCESSORIZE ME.,What's In My Pockets Ep. 21 - Oh So Orange EDC (Everyday Carry),,https://www.youtube.com/watch?v=0AdWEZNxjzc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=47,,
EXCESSORIZE ME.,What's In My Pockets Ep. 20 - Blackout Keychain EDC (Everyday Carry),,https://www.youtube.com/watch?v=AYhpD0HkoHY&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=48,,
EXCESSORIZE ME.,What's In My Pockets Ep. 19 - Back-To-School 2020 EDC (Everyday Carry),,https://www.youtube.com/watch?v=lYbVFFsRA8E&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=49,,
EXCESSORIZE ME.,What’s In My Pockets Ep. 18 - Best Blackout EDC (Everyday Carry) of 2019,,https://www.youtube.com/watch?v=gRAHUc9aILk&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=50,,
EXCESSORIZE ME.,EDC Gift Guide 2021 (Everyday Carry) - What's In My Pockets Ep. 17,,https://www.youtube.com/watch?v=n2IpVWti-CE&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=51,,
EXCESSORIZE ME.,What's In My Pockets Ep. 16 - Fall/Winter Essentials 2019 EDC (Everyday Carry),,https://www.youtube.com/watch?v=gEMe1Qa6cl0&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=52,,
EXCESSORIZE ME.,What's In My Pockets Ep. 15 - Midnight Green EDC (Everyday Carry),,https://www.youtube.com/watch?v=L8ENHlMN6GU&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=53,,
EXCESSORIZE ME.,What's In My Pockets Ep. 14 - Mini Whiteout EDC (Everyday Carry),,https://www.youtube.com/watch?v=Tz4M3W8Qt-g&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=54,,
EXCESSORIZE ME.,What's In My Pockets Ep. 13 - Mobile Gaming EDC (Everyday Carry),,https://www.youtube.com/watch?v=P9th7UVKt20&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=55,,
EXCESSORIZE ME.,The TINIEST EDC Collection! - What's In My Pockets Ep. 12 - Mini EDC (Everyday Carry),,https://www.youtube.com/watch?v=JQcFDjz9W40&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=56,,
EXCESSORIZE ME.,What's In My Pockets Ep. 11 - Mini IRL EDC (Everyday Carry),,https://www.youtube.com/watch?v=tMNuge6e_p0&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=57,,
EXCESSORIZE ME.,What's In My Pockets Ep. 10 - Mini Blackout EDC (Everyday Carry) - Boundary Supply Chase Pants,,https://www.youtube.com/watch?v=XHiYCdehlWg&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=58,,
EXCESSORIZE ME.,What's In My Pockets Ep. 9 - Mini Camo EDC (Everyday Carry),,https://www.youtube.com/watch?v=wdryPThw2A4&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=59,,
EXCESSORIZE ME.,What's In My Pockets Ep. 8 - Mobile Workstation EDC (Everyday Carry),,https://www.youtube.com/watch?v=DQb0EfarxRc&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=60,,
EXCESSORIZE ME.,What's In My Pockets Ep. 7 - Whiteout EDC (Everyday Carry),,https://www.youtube.com/watch?v=-4DsDEs8cvk&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=61,,
EXCESSORIZE ME.,What's In My Pockets Ep. 6 - Mobile Creator EDC (Everyday Carry) - RhinoShield SolidSuit + Lens!,,https://www.youtube.com/watch?v=9NByyBAaO5k&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=62,,
EXCESSORIZE ME.,What's In My Pockets Ep. 5 - Blackout EDC (Everyday Carry) V2 - Farer Design Dayfarer Sling,,https://www.youtube.com/watch?v=ZylE0mCZIqY&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=63,,
EXCESSORIZE ME.,What's In My Pockets Ep. 4 - Summer & Bespoke Post EDC (Everyday Carry),,https://www.youtube.com/watch?v=aNPU5ZAc8YY&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=64,,
EXCESSORIZE ME.,What's In My Pockets Ep. 3 - Father's Day Gifts & Graduation Gift EDC (Everyday Carry),,https://www.youtube.com/watch?v=D3z3o7-sz94&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=66,,
EXCESSORIZE ME.,What's In My Pockets Ep. 2 - Blackout EDC (Everyday Carry),,https://www.youtube.com/watch?v=j5F1n0B1Sjs&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=66,,
EXCESSORIZE ME.,What's In My Pockets Ep. 1 - EDC (Everyday Carry) of April 2018,,https://www.youtube.com/watch?v=7bpu6VFRE4U&list=PL_2G6WJmYmIo-in9LnCE5ToLsSsRJAuc2&index=67,,
Instant Grooming,30 Best Gift Ideas for Male Grooming Under $30,,https://instantgrooming.com/30-awesome-gift-ideas-for-male-grooming-best-gifts-under-30/,2022,
Instant Grooming,Top 10 Norelco Shavers : Reviews & Buyers Guide,,https://instantgrooming.com/best-norelco-shaver/,2022,
Instant Grooming,Best Electric Shaver for Teens and Beginners,,https://instantgrooming.com/gift-an-electric-razor-for-beginners-to-your-son/,2022,
Design My Costume,Top 10 Embroidery Machines (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-embroidery-machine-review/,Nov 2022,
Design My Costume,Top 10 Sewing Machines (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-sewing-machine-for-beginners/,Nov 2022,
Design My Costume,Top 10 Sewing and Embroidery Machines (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-sewing-and-embroidery-machine-review/,Nov 2022,
Design My Costume,Top 10 Brother Sewing & Embroidery Machines (Nov. 2022): Reviews & Buyers guide,,https://designmycostume.com/best-brother-sewing-embroidery-machine-review/,Nov 2022,
Design My Costume,Top 10 Singer Sewing and Home Embroidery Machines (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-singer-sewing-and-home-embroidery-machine-review/,Nov 2022,
Design My Costume,Top 10 Janome Sewing and Embroidery Machines (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/janome-sewing-and-embroidery-machine-review/,Nov 2022,
Design My Costume,Top 10 Sewing Tables & Cabinets (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-sewing-table-review/,Nov 2022,
Design My Costume,Top 10 Dress Forms (Nov. 2022): Reviews & Buyers Guide,,https://designmycostume.com/best-dress-form-review/,Nov 2022,
Design My Costume,11 Great Gifts for a Sewing Hobbyist in March 2021,,https://designmycostume.com/11-great-gifts-for-a-sewing-hobbyist/,March 2021,
Design My Costume,25 Unique Gift Ideas for Women – Make Gifting Special (March 2021),,https://designmycostume.com/gift-idea-for-women/,March 2021,
Design My Costume,Best Gifts for Embroidery Fanatics in March 2021,,https://designmycostume.com/best-embroidery-gift-ideas-embroiderers/,March 2021,
Design My Costume,A Few Great Sewing Gift Ideas for Christmas,,https://designmycostume.com/merry-christmas-great-sewing-gift-ideas-christmas/,Nov 2021,
Eric Cressey,Resources,,https://ericcressey.com/resources,,
Derek Sivers,Books Recommendations,,https://sive.rs/book,,
Naval Ravikant,Books Recommendations,,https://www.producthunt.com/@naval/collections/naval-s-book-recommendations,,
Peter Attia,Peter Attia Supplements List – What He Takes & Why,,https://fastlifehacks.com/peter-attia-supplements/,,
Peter Attia,Dr. Peter Attia’s book recommendations,,https://speechify.com/audiobooks/blog/dr-peter-attia-book-recommendations/?landing_url=https%3A%2F%2Fspeechify.com%2Faudiobooks%2Fblog%2Fdr-peter-attia-book-recommendations%2F,"Mar 1, 2023",
Peter Attia,"Dr Peter Attia Products, Supplements, Fasting, & Exercise – What He Uses to Improve Health, Longevity & Performance",,https://troydelaney.com/peter-attia/,"May 18, 2020",
Peter Attia,What’s on My Bedside Table: Peter Attia,,https://www.outsideonline.com/outdoor-gear/tools/whats-my-bedside-table-peter-attia/,"Jul 10, 2017",
Barack Obama,These Are Barack Obama’s Favorite Books of 2022,,https://bookriot.com/barack-obamas-favorite-books-of-2022/,"Dec 23, 2022",
Barack Obama,Here are Barack Obama’s top 13 book recommendations of 2021,,https://www.cnbc.com/2021/12/16/former-us-president-barack-obama-top-book-recommendations-of-2021.html,"Dec 16, 2021",
Barack Obama,Barack Obama Releases His 2020 Favorite Books,,https://bookriot.com/barack-obama-favorite-books-2020/,"Dec 18, 2020",
Barack Obama,All Obama Book Recommendations Through the Years,,https://bookriot.com/obama-book-recommendations/,"Oct 8, 2019",
Bill Gates,"Great books, songs, and shows for the summer",,https://www.gatesnotes.com/Summer-List-2023,"May 30, 2023",
Bill Gates,5 great books for the summer,,https://www.gatesnotes.com/Summer-Books-2022,"Jun 6, 2022",
Bill Gates,5 books I loved reading this year,,https://www.gatesnotes.com/Holiday-Books-2021,"Nov 22, 2021",
Bill Gates,A Full List of Bill Gates’s Book Recommendations From 2012 to 2020,,https://bookriot.com/bill-gates-book-recommendations/,"Jul 19, 2020",
Elon Musk,9 Books Elon Musk Thinks Everyone Should Read,,https://www.blinkist.com/magazine/posts/9-books-elon-musks-reading-list-will-reinvent-life,"Jul 17, 2023",
Elon Musk,65 books recommended by Elon Musk,,https://www.goodbooks.io/people/elon-musk,,
Elon Musk,Some of the best books recommended by Elon Musk to add to your reading list,,https://www.lifestyleasia.com/hk/culture/books-recommended-by-elon-musk/,"Mar 29, 2023",
Greatist,The 11 Best Body Washes for Dry Skin: Say Goodbye to Dry,,https://greatist.com/health/best-body-wash-for-dry-skin,"Jan 31, 2022",
Greatist,"Here’s What Hyaluronic Acid Can Do for Your Skin, Plus the 13 Best Products to Try",,https://greatist.com/health/hyaluronic-acid-benefits#tl;dr,"Feb 28, 2022",
Greatist,"The 5 Best CBD Gummies, Vetted by Our Medical Team",,https://greatist.com/health/best-cbd-brands#The-takeaway,"Jul 24, 2023",
Greatist,13 Best Collagen Supplements of 2022: Sip from the Fountain of Youth,,https://greatist.com/health/best-collagen-supplement,"Feb 25, 2022",
Greatist,"The 10 Best Power Racks: Squat, Bench, and Pull Your Way to a Svelte Bod",,https://greatist.com/fitness/power-rack,"Jan 27, 2022",
Greatist,Join the Resistance: The 13 Best Resistance Bands of 2022,,https://greatist.com/fitness/best-resistance-bands,"Feb 22, 2022",
Greatist,Long Lift the Things with the 8 Best Weightlifting Belts of 2022,,https://greatist.com/fitness/weightlifting-belt,"May 2, 2022",
Greatist,These 7 Coconut Oils Will Make Your Skin Coco-Nice,,https://greatist.com/health/coconut-oil-for-skin,"Feb 11, 2022",
Greatist,"The 11 Best Face Sunscreens: Derm-Approved, Medically-Vetted Picks for 2022",,https://greatist.com/live/best-face-sunscreen,"Feb 10, 2022",
Greatist,The 17 Best Face Serums for Every Skin Type: The Ultimate Faceoff,,https://greatist.com/discover/best-face-serum,"Jan 20, 2022",
Greatist,"Farewell, Free Radicals: The 14 Best Antioxidant Serums",,https://greatist.com/discover/antioxidant-serum,"Dec 13, 2021",
Greatist,Don’t B Missing Out: 11 Best B12 Supplements of 2022,,https://greatist.com/health/best-b12-supplement,"Apr 14, 2022",
Greatist,The 7 Best Turmeric Supplements That Provide a Quick Health Boost,,https://greatist.com/health/best-turmeric-supplements,"Jan 27, 2022",
Greatist,The Best CBD Gummies for Anxiety: 7 Feel-Good Faves in 2022,,https://greatist.com/discover/cbd-gummies-for-anxiety,"Jun 16, 2023",
Greatist,The 7 Best Zinc Supplements to Help You Fortify Your Health,,https://greatist.com/health/best-zinc-supplements,"Jan 31, 2022",
Greatist,Pain on Your Last Nerve? These Are the 4 Best CBD Products for Nerve Pain,,https://greatist.com/health/cbd-for-nerve-pain,"Apr 26, 2022",
Greatist,The Best-Tasting (and Healthiest) Popcorn of 2022,,https://greatist.com/eat/best-healthy-popcorn,"Feb 15, 2022",
Greatist,The 8 Best Espresso Machines for Exceptional At-Home Coffee,,https://greatist.com/discover/best-espresso-machine,"Feb 22, 2022",
Greatist,Chop It Up with the 8 Best Food Processors of 2022,,https://greatist.com/eat/best-food-processor,"Feb 14, 2022",
Greatist,Choosing the Right Cooking Utensil for the Right Cooking Situation,,https://greatist.com/eat/cooking-utensils-which-kind-to-use-with-different-cookware,"Nov 8, 2021",
Greatist,9 Best Pet Insurance Companies for 2022 to Protect Your Furry Fam,,https://greatist.com/discover/pet-insurance,"Nov 30, 2021",
Greatist,The 7 Best Sleep Masks for Stellar Sleep,,https://greatist.com/discover/best-sleep-masks,"Feb 28, 2022",
Greatist,The 8 Best Sleep Aids: Snooze Better With These Science-Backed Picks,,https://greatist.com/discover/best-sleep-aids,"Mar 7, 2022",
Greatist,"12 Amazing, Doctor-Approved Pillows for Side Sleepers in 2022",,https://greatist.com/discover/best-pillow-for-side-sleepers,"Jan 31, 2022",
Greatist,It’s Time for a Wake-up Call: The 9 Best Alarm Clocks of 2022,,https://greatist.com/discover/best-alarm-clocks,"Feb 11, 2022",
Greatist,The 6 Best Sleep Trackers: Get the Deep Deets on Your Zzz’s,,https://greatist.com/discover/best-sleep-trackers,"Feb 22, 2022",
Greatist,7 Books and Journals to Help You (Finally) Get Organized This Year!,,https://greatist.com/discover/books-and-journals-to-get-organized-2022,"Feb 21, 2022",
Greatist,CBD Coconut Oil Is Our New Pantry Fave — Here's Everything You Need to Know,,https://greatist.com/discover/cbd-coconut-oil,"Dec 20, 2021",
Greatist,Self-Care in the Cards: 8 Oracle and Tarot Decks We Love,,https://greatist.com/discover/best-oracle-and-tarot-decks,"Oct 27, 2021",
Greatist,15 Fantastic New Novels by Black Authors,,https://greatist.com/discover/best-spring-books-by-black-authors,"Feb 24, 2021",
James Clear ,The Best Books: Recommended Reading List,,https://jamesclear.com/best-books,,
James Clear ,Best Self-Help Books,,https://jamesclear.com/best-books/self-help,,
James Clear ,Best Biographies and Memoirs,,https://jamesclear.com/best-books/biographies,,
James Clear ,Best Business Books,,https://jamesclear.com/best-books/business,,
James Clear ,"How to Pack Light: The Complete Guide to Ultralight, Minimalist Travel",,https://jamesclear.com/ultralight-travel,,
Cal Newport,13 books recommended by Cal Newport,,https://www.goodbooks.io/people/cal-newport,,
Todd McFarlane,,They have their own products. Couldn't find any other products lists.,https://mcfarlane.com/,,
DEADMAU5,Gear and Equipment,,https://equipboard.com/pros/deadmau5,,
DEADMAU5,,They have their own products. Couldn't find any other products lists.,https://mau5hop.com/,,
Martin Garrix,Gear and Equipment,,https://equipboard.com/pros/martin-garrix,,
Martin Garrix,,They have their own products. Couldn't find any other products lists.,https://shop.martingarrix.com/,,
Ben Böhmer,Gear and Equipment,,https://equipboard.com/pros/ben-bohmer,,
Austin Evans,My New Office Gaming Setup!,,https://www.youtube.com/watch?v=eBNhbCZKNQo,"Nov 2, 2022",
Austin Evans,Is An All Intel Gaming PC Worth It?,,https://www.youtube.com/watch?v=fXItgjTjFP4&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=2&pp=iAQB,"Jun 29, 2023",
